signe	nom_propose	hpo_id	label_hpo	n	choix	arbitre	verdict_next	nom_next
Exostosis-like enlargement of the affected sites with relatively normal trabeculation	Exostoses	HP:0100777	Exostoses	1	NON	next:AUTRE Enlarged epiphysis ?	AUTRE	Enlarged epiphysis
expansile bony lesions of the skull base	Abnormal skull base morphology	HP:0002693	Abnormal skull base morphology	1	HP:0002693	next:AUTRE Expansile bone lesion ?	AUTRE	Expansile bone lesion
Expansile tumor-like bone lesions	Abnormal bone ossification	HP:0011849	Abnormal bone ossification	1	PARENT:HP:0011842	next:AUTRE Expansile bone lesion ?	AUTRE	Expansile bone lesion
expansion and cortical thinning of affected area	Thin bony cortex	HP:0002753	Thin bony cortex	1	HP:0002753	next:AUTRE Expansile bone lesion ?	AUTRE	Expansile bone lesion
expansion of the affected bone	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	PARENT:HP:0011842	next:AUTRE Expansile bone lesion ?	AUTRE	Expansile bone lesion
Expansion of the ischial bones	Abnormal ischium morphology	HP:0003174	Abnormal ischium morphology	1	PARENT:HP:0003174	next:AUTRE Broad ischium ?	AUTRE	Broad ischium
Expansion of the pubic bones	Abnormal pubic bone morphology	HP:0003172	Abnormal pubic bone morphology	1	PARENT:HP:0003172	next:AUTRE Broad pubic bone ?	AUTRE	Broad pubic bone
Exposed upper teeth	Abnormality of the dentition	HP:0000164	Abnormality of the dentition	1	HP:0025009	next:AUTRE Protruding upper teeth ?	AUTRE	Protruding upper teeth
Exposure keratopathy and corneal scarring	Keratitis	HP:0000491	Keratitis	1	HP:0000559	next:AUTRE Exposure keratopathy ?	AUTRE	Exposure keratopathy
extensive dermatitis	Eczematoid dermatitis	HP:0000964	Eczematoid dermatitis	1	HP:0011123	next:AUTRE Dermatitis ?	AUTRE	Dermatitis
extra ossicle between the metacarpal/metatarsal and proximal phalanx	Accessory tarsal bone	HP:6000593	Supernumerary tarsal bone	1	HP:0005917	next:AUTRE Supernumerary metacarpal bone ?	AUTRE	Supernumerary metacarpal bone
Extra sacral crease	Sacral dimple	HP:0000960	Sacral dimple	1	HP:0000960	next:AUTRE Sacral dimple ?	AUTRE	Sacral dimple
Extra-adrenal tumors	Neoplasm	HP:0002664	Neoplasm	1	HP:0002668	next:PARENT Neuroblastoma ?	PARENT	Neuroblastoma
Extracranial melanoma	Cutaneous melanoma	HP:0012056	Cutaneous melanoma	1	HP:0002861	next:AUTRE Melanoma ?	AUTRE	Melanoma
Extreme emotion	Emotional lability	HP:0000712	Emotional lability	1	HP:0000712	next:AUTRE Labile mood ?	AUTRE	Labile mood
extreme hypoplasia of the bones of the great toe	Aplasia/Hypoplasia of toe	HP:0001991	Aplasia/Hypoplasia of toe	1	HP:0008362	next:AUTRE Hypoplasia of the hallux ?	AUTRE	Hypoplasia of the hallux
Extremely diminished growth velocity	Short stature	HP:0004322	Short stature	1	HP:0008850	next:AUTRE Severe growth delay ?	AUTRE	Severe growth delay
Eye lacerations	Skin laceration	HP:6001125	Skin laceration	1	HP:0010727	next:AUTRE Rupture of the globe ?	AUTRE	Rupture of the globe
Eye ruptures	Spontaneous rupture of the globe	HP:0010727	Spontaneous rupture of the globe	1	HP:0010727	next:AUTRE Rupture of the globe ?	AUTRE	Rupture of the globe
Facial overgrowth	Overgrowth	HP:0001548	Overgrowth	1	PARENT:HP:0000271	next:AUTRE Facial overgrowth ?	AUTRE	Facial overgrowth
facio-lingual atrophy	Tongue atrophy	HP:0012473	Tongue atrophy	1	HP:0012473	next:AUTRE Facial muscle atrophy ?	AUTRE	Facial muscle atrophy
failure of primary teeth exfoliation	Delayed tooth eruption	HP:0000684	Delayed eruption of teeth	1	HP:0006335	next:AUTRE Delayed exfoliation of primary teeth ?	AUTRE	Delayed exfoliation of primary teeth
failure to achieve head control	Hypotonia	HP:0001252	Hypotonia	1	HP:0002421	next:AUTRE Delayed acquisition of head control ?	AUTRE	Delayed acquisition of head control
Falx, tentorial, and meningeal calcifications	Intracranial calcification	HP:0430048	Intracranial calcification	1	HP:0005462+HP:0100250	next:AUTRE Intracranial calcification of falx cerebri ?	AUTRE	Intracranial calcification of falx cerebri
Fatty infiltration of the myocardium	Myocardial fibrosis	HP:0001685	Myocardial fibrosis	1	HP:0031317	next:AUTRE Fatty replacement of myocardium ?	AUTRE	Fatty replacement of myocardium
fatty-fibrotic replacement of healthy tissue	Myocardial fibrosis	HP:0001685	Myocardial fibrosis	1	HP:0031317	next:AUTRE Fatty replacement of myocardium ?	AUTRE	Fatty replacement of myocardium
Femoral head subluxation	Abnormal femoral head morphology	HP:0003368	Abnormal femoral head morphology	1	HP:0030043	next:AUTRE Subluxation of the femoral head ?	AUTRE	Subluxation of the femoral head
Fetal contractures	Fetal akinesia	HP:0001989	Fetal akinesia sequence	1	HP:0034392	next:AUTRE Fetal contractures ?	AUTRE	Fetal contractures
fibrosis	Pancreatic fibrosis	HP:0100732	Pancreatic fibrosis	1	NON	next:AUTRE Retinal fibrosis ?	AUTRE	Retinal fibrosis
Fibrosis of iris tissue surrounding the pupil	Abnormality iris morphology	HP:0000525	Abnormality iris morphology	1	PARENT:HP:0000525	next:AUTRE Posterior embryotoxon ?	AUTRE	Posterior embryotoxon
Fifth digit nail / distal phalanx hypoplasia/aplasia	Aplasia/Hypoplasia of the 5th finger	HP:0006262	Aplasia/Hypoplasia of the 5th finger	1	HP:0009239+HP:0008398	next:AUTRE Hypoplasia of the 5th finger distal phalanx ?	AUTRE	Hypoplasia of the 5th finger distal phalanx
Fine porous iris	Iris hypopigmentation	HP:0007730	Iris hypopigmentation	1	PARENT:HP:0000525	next:AUTRE Abnormal iris morphology ?	AUTRE	Abnormal iris morphology
Fingers replaced by short globular appendages	Short finger	HP:0009381	Short finger	1	HP:0009767	next:AUTRE Absent phalanges of the hand ?	AUTRE	Absent phalanges of the hand
Fistulae	Anal fistula	HP:0010447	Anal fistula	1	HP:0010447	next:AUTRE Anal fistula ?	AUTRE	Anal fistula
fixation of the hindfoot and midfoot in extreme equinus position	Talipes equinovarus	HP:0001762	Talipes equinovarus	1	HP:0001762	next:AUTRE Talipes equinus ?	AUTRE	Talipes equinus
Flaccid limb weakness	Hypotonia	HP:0001252	Hypotonia	1	HP:0003752	next:AUTRE Flaccid paralysis ?	AUTRE	Flaccid paralysis
flare to alveolar ridge	Broad alveolar ridges	HP:0000187	Broad alveolar ridges	1	HP:0000187	next:AUTRE Alveolar ridge prominence ?	AUTRE	Alveolar ridge prominence
Flared thorax	Barrel chest	HP:0001552	Barrel-shaped chest	1	PARENT:HP:0000765	next:AUTRE Abnormal thorax morphology ?	AUTRE	Abnormal thorax morphology
flaring eyebrows	Flared eyebrows	HP:0011229	Broad eyebrow	1	HP:0010747	next:AUTRE Abnormal eyebrow morphology ?	AUTRE	Abnormal eyebrow morphology
Flask-shaped configuration of pelvis	Abnormal pelvis bone morphology	HP:0040163	Abnormal pelvis bone morphology	1	HP:0002644	next:AUTRE Abnormal pelvic girdle bone morphology ?	AUTRE	Abnormal pelvic girdle bone morphology
Flat and broad vertebral bodies	Platyspondyly	HP:0000926	Platyspondyly	1	HP:0000926	next:AUTRE Broad vertebral body ?	AUTRE	Broad vertebral body
Flat and wide proximal femoral epiphyses	Wide capital femoral epiphyses	HP:0008784	Wide capital femoral epiphyses	1	HP:0008784+HP:0003370	next:AUTRE Abnormal femoral head epiphysis morphology ?	AUTRE	Abnormal femoral head epiphysis morphology
Flat broad nasal bridge	Flat nasal bridge	HP:0005280	Depressed nasal bridge	1	HP:0005280+HP:0000431	next:AUTRE Broad nasal bridge ?	AUTRE	Broad nasal bridge
flat distal femoral epiphyses	Abnormality of the femoral head	HP:0003368	Abnormal femoral head morphology	1	HP:0006398	next:AUTRE Flattened femoral head epiphysis ?	AUTRE	Flattened femoral head epiphysis
Flat epiphyses of the phalanges	Epiphyseal dysplasia	HP:0002656	Epiphyseal dysplasia	1	HP:0003071	next:AUTRE Flattened epiphysis ?	AUTRE	Flattened epiphysis
Flattened intervertebral discs	Abnormal intervertebral disk morphology	HP:0005108	Abnormal intervertebral disk morphology	1	HP:0002945	next:AUTRE Flattened intervertebral disc ?	AUTRE	Flattened intervertebral disc
flattening of medial plateau of proximal tibia	Abnormality of the tibial plateaux	HP:0003832	Abnormality of the tibial plateaux	1	HP:0003832	next:AUTRE Flattened tibial plateau ?	AUTRE	Flattened tibial plateau
flattening of the belly of the pons	Abnormal pons morphology	HP:0007361	Abnormal pons morphology	1	PARENT:HP:0007361	next:AUTRE Flattened pons ?	AUTRE	Flattened pons
Fleshy nasal tip	Broad nasal tip	HP:0000455	Broad nasal tip	1	HP:0000414	next:AUTRE Bulbous nasal tip ?	AUTRE	Bulbous nasal tip
Fleshy protrusion at the back of the heel	Prominent calcaneus	HP:0012428	Prominent calcaneus	1	HP:0012428	next:AUTRE Prominent calcaneus ?	AUTRE	Prominent calcaneus
Fleshy tip of the nose	Abnormal nasal tip morphology	HP:0000436	Abnormal nasal tip morphology	1	HP:0000414	next:AUTRE Bulbous nasal tip ?	AUTRE	Bulbous nasal tip
Flexed fingers	Flexion contracture of finger	HP:0012785	Flexion contracture of finger	1	HP:0012785	next:AUTRE Flexed posture of fingers ?	AUTRE	Flexed posture of fingers
Flexed toes	Flexion contracture of toe	HP:0005830	Flexion contracture of toe	1	HP:0005830	next:AUTRE Flexed posture of toes ?	AUTRE	Flexed posture of toes
flexion and abduction at the hips	Hip flexion contracture	HP:0020025	Hip flexion contracture	1	HP:0020025+HP:0020022	next:AUTRE Hip flexion contracture ?	AUTRE	Hip flexion contracture
Flexion of fingers	Thick skin	HP:0001072	Thickened skin	1	HP:0012785	next:AUTRE Flexed posture of fingers ?	AUTRE	Flexed posture of fingers
Flexion of PIP joints	Flexion contracture of finger	HP:0012785	Flexion contracture of finger	1	HP:0012785	next:AUTRE Flexed posture of fingers ?	AUTRE	Flexed posture of fingers
Focal areas of widening of the cranial vault	Cranial hyperostosis	HP:0004437	Cranial hyperostosis	1	PARENT:HP:0002683	next:AUTRE Abnormality of the skull ?	AUTRE	Abnormality of the skull
focal atrophies	Atrophy/Degeneration affecting the brainstem	HP:0007366	Atrophy/Degeneration affecting the brainstem	1	HP:0002059	next:AUTRE Cerebral atrophy ?	AUTRE	Cerebral atrophy
Focal bony defects of the metaphyses	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025	next:AUTRE Metaphyseal lucency ?	AUTRE	Metaphyseal lucency
Focal motor features	Focal onset seizure	HP:0007359	Focal-onset seizure	1	HP:0011153	next:AUTRE Focal seizure ?	AUTRE	Focal seizure
Follicular atrophoderma	Atrophodermia vermiculata	HP:0100837	Atrophodermia vermiculata	1	HP:0100837	next:AUTRE Follicular atrophoderma ?	AUTRE	Follicular atrophoderma
frontonasal overgrowth	Overgrowth	HP:0001548	Overgrowth	1	NON	next:AUTRE Frontonasal overgrowth ?	AUTRE	Frontonasal overgrowth
Frontoparietal bossing	Frontal bossing	HP:0002007	Frontal bossing	1	HP:0002007+HP:0000242	next:AUTRE Frontoparietal bossing ?	AUTRE	Frontoparietal bossing
full brow	Prominent supraorbital ridges	HP:0000336	Prominent supraorbital ridges	1	HP:0000574	next:AUTRE Full eyebrows ?	AUTRE	Full eyebrows
Full lower lip	Abnormal lower lip morphology	HP:0000178	Abnormal lower lip morphology	1	HP:0000179	next:AUTRE Full lower lip ?	AUTRE	Full lower lip
Fullness of the forearms due to increased subcutaneous fat	Abnormality of subcutaneous fat tissue	HP:0001001	Abnormality of subcutaneous fat tissue	1	PARENT:HP:0001001	next:AUTRE Full cheeks ?	AUTRE	Full cheeks
Functional visual impairment	Abnormality of refraction	HP:0000539	Abnormality of refraction	1	HP:0000505	next:AUTRE Abnormality of ocular motility ?	AUTRE	Abnormality of ocular motility
Funnel-shaped anus	Abnormal anus morphology	HP:0034915	Abnormal anus morphology	1	PARENT:HP:0034915	next:AUTRE Funnel-shaped anus ?	AUTRE	Funnel-shaped anus
Fused and round metatarsals and phalanges	Abnormality of the tarsal bones	HP:0001850	Abnormality of the tarsal bones	1	HP:0100265	next:AUTRE Abnormality of the metatarsal bones ?	AUTRE	Abnormality of the metatarsal bones
fused bones	Metacarpal synostosis	HP:0009701	Metacarpal synostosis	1	HP:0009701	next:AUTRE Synostosis ?	AUTRE	Synostosis
fused third, fourth, and fifth metatarsals with cuneiform and cuboid bones	Abnormality of the tarsal bones	HP:0001850	Abnormality of the tarsal bones	1	HP:0008368+HP:0100265	next:AUTRE Abnormality of the metatarsal bones ?	AUTRE	Abnormality of the metatarsal bones
Fusion of distal interphalangeal joints	Synostosis of joints	HP:0100240	Synostosis of joints	1	HP:0001204	next:AUTRE Symphalangism ?	AUTRE	Symphalangism
Fusion of interphalangeal joints	Synostosis of joints	HP:0100240	Synostosis of joints	1	HP:0009700	next:AUTRE Symphalangism ?	AUTRE	Symphalangism
Fusion of long bones	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	PARENT:HP:0011314	next:AUTRE Abnormality of the long bones ?	AUTRE	Abnormality of the long bones
Fusion of metatarsophalangeal and interphalangeal joints	Synostosis of joints	HP:0100240	Synostosis of joints	1	HP:0100240	next:AUTRE Symphalangism ?	AUTRE	Symphalangism
Fusion of posterior elements of C2/C3	Fusion of cervical vertebrae	HP:0002949	Fused cervical vertebrae	1	HP:0004602	next:AUTRE Fusion of posterior elements of cervical vertebrae ?	AUTRE	Fusion of posterior elements of cervical vertebrae
fusion of scaphoid and lunate bones	Fusion of carpal bones	HP:0009702	Carpal synostosis	1	HP:0009702	next:AUTRE Fusion of scaphoid and lunate ?	AUTRE	Fusion of scaphoid and lunate
fusion of the metacarpals IV and V	Abnormal metacarpal morphology	HP:0005916	Abnormal metacarpal morphology	1	HP:0009701	next:AUTRE Symphalangism ?	AUTRE	Symphalangism
gassiness	Abdominal distension	HP:0003270	Abdominal distention	1	NON	next:AUTRE Abdominal distention ?	AUTRE	Abdominal distention
Gastric pseudovolvulus	Gastric volvulus	HP:6000384	Gastric volvulus	1	HP:6000384	next:AUTRE Gastric volvulus ?	AUTRE	Gastric volvulus
Gastroesophageal incoordination	Gastroesophageal reflux	HP:0002020	Gastroesophageal reflux	1	HP:0002020	next:AUTRE Dysphagia ?	AUTRE	Dysphagia
Gastroesophageal varices	Scoliosis	HP:0002650	Scoliosis	1	HP:0002040	next:AUTRE Esophageal varices ?	AUTRE	Esophageal varices
Gastrointestinal and gastroesophageal complications	Gastroesophageal reflux disease	HP:0002020	Gastroesophageal reflux	1	PARENT:HP:0025031	next:AUTRE Abnormality of the digestive system ?	AUTRE	Abnormality of the digestive system
gastrointestinal elongation/tortuosity	Abnormal gastrointestinal tract morphology	HP:0012718	Abnormal gastrointestinal tract morphology	1	PARENT:HP:0002242	next:AUTRE Intestinal tortuosity ?	AUTRE	Intestinal tortuosity
Gastrointestinal granuloma	Granuloma	HP:0032252	Granuloma	1	HP:0034841	next:AUTRE Gastrointestinal granuloma ?	AUTRE	Gastrointestinal granuloma
Gastrointestinal nodules	Gastrointestinal polyps	HP:0200008	Intestinal polyposis	1	NON	next:AUTRE Intestinal nodule ?	AUTRE	Intestinal nodule
Gastrointestinal perforation	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	1	HP:0031368	next:AUTRE Gastrointestinal perforation ?	AUTRE	Gastrointestinal perforation
Generalized discharges in slow-wave sleep	Abnormal EEG	HP:0002353	EEG abnormality	1	HP:0012000	next:AUTRE EEG with generalized spike-wave complexes ?	AUTRE	EEG with generalized spike-wave complexes
Generalized lack of attached gingiva	Abnormality of the gingiva	HP:0000168	Abnormality of the gingiva	1	PARENT:HP:0000168	next:AUTRE Absent attached gingiva ?	AUTRE	Absent attached gingiva
Generalized lack of ossification	Osteopenia	HP:0000938	Osteopenia	1	HP:0004349	next:AUTRE Absent ossification centers ?	AUTRE	Absent ossification centers
Generalized large-amplitude intermediate slow activity	Abnormal electroencephalogram	HP:0002353	EEG abnormality	1	HP:0010845	next:AUTRE EEG with generalized slow waves ?	AUTRE	EEG with generalized slow waves
Generalized slowing on EEG	Abnormal EEG	HP:0002353	EEG abnormality	1	HP:0010845	next:AUTRE EEG with generalized slow waves ?	AUTRE	EEG with generalized slow waves
Genitourinary granuloma	Granuloma	HP:0032252	Granuloma	1	HP:0032252	next:PARENT Genitourinary granuloma ?	PARENT	Genitourinary granuloma
Globular, soft head	Abnormality of the head	HP:0000234	Abnormality of the head	1	HP:0005474	next:AUTRE Soft skull ?	AUTRE	Soft skull
Globular, soft head (caput membranaceum)	Abnormality of the head	HP:0000234	Abnormality of the head	1	HP:0005474	next:AUTRE Soft skull ?	AUTRE	Soft skull
Globus pallidus hypointensity	Globus pallidus hypointensity on susceptibility-weighted imaging	HP:0033049	Globus pallidus hypointensity on susceptibility-weighted imaging	1	HP:0033049	next:AUTRE Globus pallidus hypointensity on T2-weighted image ?	AUTRE	Globus pallidus hypointensity on T2-weighted image
glomerular hematuria	Hematuria	HP:0000790	Hematuria	1	HP:0000790	next:AUTRE Glomerular hematuria ?	AUTRE	Glomerular hematuria
Glycogenic acanthosis	Acanthosis nigricans	HP:0000956	Acanthosis nigricans	1	NON	next:AUTRE Esophageal glycogenic acanthosis ?	AUTRE	Esophageal glycogenic acanthosis
Gonadoblastoid testicular dysplasia	Testicular gonadoblastoma	HP:0000030	Testicular gonadoblastoma	1	HP:0000030	next:AUTRE Testicular dysplasia ?	AUTRE	Testicular dysplasia
granulomatous colitis	Colitis	HP:0002583	Colitis	1	HP:0002583	next:AUTRE Granulomatous colitis ?	AUTRE	Granulomatous colitis
graphomotor weakness	Poor fine motor coordination	HP:0007010	Poor fine motor coordination	1	HP:0010526	next:AUTRE Impaired handwriting ?	AUTRE	Impaired handwriting
Great toes relatively large	Abnormal hallux morphology	HP:0001844	Abnormal hallux morphology	1	PARENT:HP:0001844	next:AUTRE Macrodactyly of the hallux ?	AUTRE	Macrodactyly of the hallux
gross motor skills impairment	Impaired fine motor skills	HP:0007010	Poor fine motor coordination	1	HP:0007015	next:AUTRE Abnormality of gross motor coordination ?	AUTRE	Abnormality of gross motor coordination
