id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.PLA-VAS-037	AMSTERDAM	FVM — thrombus de la plaque choriale / des vaisseaux tronculaires	critere		non_standard	Thrombose d'une branche tributaire de la veine ombilicale (veine de la plaque choriale)	Khong 2016, FVM — segmental/global	« Veine ombilicale tributaire » est ambigu : il s'agit d'une veine de la plaque choriale, siège à nommer explicitement.	Thrombose de la veine ombilicale tributaire
FOETO:PP.PLA-VAS-038	AMSTERDAM	FVM — thrombus de la plaque choriale	critere		non_standard	Thrombose des vaisseaux de la plaque choriale	Khong 2016, FVM — chorionic plate vessel thrombus	Terminologie « allanto-choriale » d'école ancienne, non retenue par Amsterdam qui parle de vaisseaux de la plaque choriale.	Thrombose des vaisseaux allanto-choriaux
FOETO:PP.PLA-VAS-039	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	critere		oui		Khong 2016, FVM	Siège très générique, de granularité inférieure au reste du vocabulaire (plaque choriale, vaisseaux tronculaires, cordon) : redondant avec PP.PLA-VAS-045.	Thrombose des vaisseaux fœtaux
FOETO:PP.PLA-VAS-040	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	manifestation		oui		Khong 2016, FVM ; thrombose de vaisseau membranaire (insertion vélamenteuse)		Thrombose des vaisseaux membranaires
FOETO:PP.PLA-VAS-041	AMSTERDAM	FVM — thrombus des vaisseaux ombilicaux	manifestation		oui		Khong 2016, FVM — umbilical vessel thrombosis	Doublon de l'entrée « Thrombose vasculaire ombilicale » du compartiment cordon : à fusionner.	Thrombose des vaisseaux ombilicaux
FOETO:PP.PLA-VAS-042	AMSTERDAM	Thrombus intervilleux	synonyme		non_standard	Thrombus intervilleux	Khong 2016, intervillous thrombus	« Thrombose » suggère à tort une occlusion vasculaire alors que la lésion siège dans l'espace intervilleux (sang maternel coagulé) ; doublon de « Thrombus intervilleux ».	Thrombose intervilleuse
FOETO:PP.PLA-VAS-043	AMSTERDAM	Thrombus / hématome sous-chorial	manifestation		non_standard	Thrombus sous-choriaux multiples	Khong 2016, socle macroscopique — subchorionic thrombus/hematoma	Qualifieur « disséminé » non défini par la littérature ; à distinguer de la thrombose sous-choriale massive (môle de Breus) codée par ailleurs.	Thromboses sous-choriales disséminées
FOETO:PP.PLA-VAS-044	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	manifestation		oui		Khong 2016, FVM (thrombus ancien, calcifié)		Thrombus calcifié dans les vaisseaux fœtaux placentaires
FOETO:PP.PLA-VAS-045	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	critere		non_standard	Thrombus des vaisseaux fœtaux placentaires	Khong 2016, FVM	Doublon strict de PP.PLA-VAS-039 (simple inversion des mots) : à fusionner.	Thrombus dans les vaisseaux placentaires fœtaux
FOETO:PP.PLA-VAS-046	AMSTERDAM	FVM — thrombus des vaisseaux tronculaires	critere		non_standard	Thrombus des vaisseaux de villosités tronculaires	Khong 2016, FVM — stem villous vessel thrombus	« Villosités-troncs » est un calque ; harmoniser avec « villosités tronculaires » utilisé ailleurs dans le vocabulaire.	Thrombus des vaisseaux des villosités-troncs
FOETO:PP.PLA-VAS-047	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	manifestation		oui		Khong 2016, FVM (datation du thrombus : en organisation)		Thrombus en organisation dans les vaisseaux fœtaux placentaires
FOETO:PP.PLA-VAS-048	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux	manifestation		non_standard	Thrombose d'un vaisseau membranaire	Khong 2016, FVM	Siège imprécis : « intramembraneux » ne dit pas s'il s'agit de la lumière d'un vaisseau des membranes ou du stroma membranaire ; doublon fonctionnel de PP.PLA-VAS-040.	Thrombus intramembraneux
FOETO:PP.PLA-NOR-101	BENIRSCHKE	Anatomie normale — cellule de Hofbauer (macrophage stromal villositaire)	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — villous stroma, Hofbauer cells		Macrophage villositaire (cellule de Hofbauer)
FOETO:PP.PLA-NOR-102	BENIRSCHKE	Anatomie normale — cellule de Hofbauer (macrophage stromal villositaire)	structure		non_standard	Cellule de Hofbauer (macrophage villositaire)	Benirschke, Burton & Baergen, Pathology of the Human Placenta — villous stroma, Hofbauer cells	Doublon strict de PP.PLA-NOR-101 (et de « Cellules de Hofbauer — macrophages stromaux villositaires ») ; le pluriel n'est pas un axe sémantique.	Macrophages villeux (cellules de Hofbauer)
FOETO:PP.PLA-NOR-133	GEMELLAIRE	Chorionicité — placenta bichorionique biamniotique (membrane de séparation à 4 couches)	structure		oui		Lewi / Khalil, détermination de la chorionicité sur la membrane de séparation		Placenta bichorionique biamniотique (architecture membranaire)
FOETO:PP.PLA-NOR-134	BENIRSCHKE	Variantes de forme placentaire — placenta bilobé (bipartita)	structure		oui		Benirschke, Burton & Baergen — abnormalities of placental shape (bilobed placenta)		Placenta bilobé
FOETO:PP.PLA-NOR-135	BENIRSCHKE	Anomalies de forme placentaire — placenta membranaceus	synonyme		oui		Benirschke, Burton & Baergen — placenta membranacea	Rangé avec les structures normales alors qu'il s'agit d'une anomalie de développement placentaire (risque hémorragique / accreta) : le niveau devrait être entité et non structure.	Placenta membraneux
FOETO:PP.PLA-NOR-136	GEMELLAIRE	Chorionicité — placenta monochorionique biamniotique	structure		oui		Lewi / Khalil, chorionicité et amnionicité		Placenta monochorionique diamniotique
FOETO:PP.PLA-NOR-137	GEMELLAIRE	Chorionicité — placenta monochorionique biamniotique (membrane de séparation à 2 couches)	structure		oui		Lewi / Khalil, détermination de la chorionicité sur la membrane de séparation	Redondant avec PP.PLA-NOR-136 : seul le siège d'observation (membrane vs placenta entier) diffère, ce qui relève de la facette site et non de deux termes distincts.	Placenta monochorionique diamniотique (architecture membranaire)
FOETO:PP.PLA-NOR-138	GEMELLAIRE	Chorionicité — placenta monochorionique monoamniotique	structure		oui		Lewi / Khalil, chorionicité et amnionicité		Placenta monochorionique monoamniotique
FOETO:PP.PLA-NOR-139	BENIRSCHKE	Anatomie normale — plaque basale	structure		oui		Benirschke, Burton & Baergen — basal plate		Plaque basale
FOETO:PP.PLA-NOR-140	BENIRSCHKE	Anatomie normale — plaque basale	structure		non_standard	Plaque basale	Benirschke, Burton & Baergen — basal plate	Doublon de PP.PLA-NOR-139 (et de « Plaque basale normale ») ; le qualifieur « architecture materno-fœtale » n'est pas discriminant et n'existe pas dans la littérature.	Plaque basale — architecture materno-fœtale
FOETO:PP.PLA-NOR-141	BENIRSCHKE	Anatomie normale — plaque choriale	structure		oui		Benirschke, Burton & Baergen — chorionic plate		Plaque choriale
FOETO:PP.PLA-NOR-142	BENIRSCHKE	Anatomie normale — plaque choriale	structure		non_standard	Plaque choriale	Benirschke, Burton & Baergen — chorionic plate	Doublon de PP.PLA-NOR-141 (et de « Plaque choriale normale ») ; le qualifieur « architecture fœtale » est descriptif et non discriminant.	Plaque choriale — architecture fœtale
FOETO:PP.PLA-NOR-143	GEMELLAIRE	Chorionicité — placenta monochorionique monoamniotique (reliquat de membrane de séparation)	structure		non_standard	Repli amniotique vestigial (placenta monochorionique monoamniotique)	Lewi / Khalil, chorionicité et amnionicité ; Benirschke, monoamniotic placenta		Plica amniotique vestigiale (placenta MoMo)
FOETO:PP.PLA-NOR-144	BENIRSCHKE	Anatomie villositaire normale — ponts syncytiaux (syncytial/villous bridges)	structure		oui		Benirschke, Burton & Baergen — syncytial (villous) bridges	Classé en element (lésion) alors qu'il s'agit d'une figure architecturale banale, souvent artefact de plan de coupe ; à aligner sur le niveau structure.	Ponts intervillositaires syncytiaux
FOETO:PP.PLA-NOR-145	VOGEL	Maturation villositaire normale — proportion de cytotrophoblaste villositaire selon l'âge gestationnel	structure		oui		Vogel M., Clinical Pathology of the Placenta — maturation villositaire par tranche d'âge gestationnel	Libellé formulé comme un paramètre d'évaluation (« selon l'âge gestationnel ») et non comme un signe observable, ce qui le rend non instanciable tel quel.	Proportion de cytotrophoblaste villositaire selon l'âge gestationnel
FOETO:PP.PAR-MAL-003	ACCRETA	Placenta accreta spectrum (PAS)	synonyme		oui		FIGO 2019, classification du placenta accreta spectrum	Libellé-chapeau désignant le spectre entier : inutilisable pour coder un cas sans le grade FIGO (1 adherenta / 2 increta / 3a-3b-3c percreta) ni le critère histologique (villosités au contact du myomètre, absence de décidue).	Placenta accreta spectrum
FOETO:PP.PAR-MET-001	BENIRSCHKE	Maladie métabolique / de surcharge — dépôts de glycogène placentaires	critere		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — metabolic/storage diseases		Accumulation de glycogène dans le syncytiotrophoblaste
FOETO:PP.PAR-MET-002	BENIRSCHKE	Maladie métabolique / de surcharge — dépôts de glycogène placentaires (glycogénose, type II/Pompe)	critere		non_standard	Accumulation lysosomale de glycogène dans le trophoblaste villositaire	Benirschke, Burton & Baergen — storage diseases, glycogenoses	Siège limité à l'organe entier (« dans le placenta ») alors que le reste du vocabulaire précise le type cellulaire ; granularité incohérente et doublon partiel avec PP.PAR-MET-001.	Accumulation lysosomale de glycogène dans le placenta
FOETO:PP.PAR-MET-003	AMSTERDAM	MVM — artériopathie déciduale	critere		oui		Khong 2016, MVM — decidual arteriopathy / acute atherosis	Terme classé ici en « métabolique » alors qu'il s'agit d'une lésion de malperfusion vasculaire maternelle ; il fait de plus doublon avec « Athérose aiguë des artères spiralées » et « Athérose des vaisseaux déciduaux ».	Athérose aiguë déciduale
FOETO:PP.PAR-MET-004	HORS_REFERENTIEL		hors		non_standard	Calcifications placentaires (dystrophiques)		Libellé nu, sans siège ni support (villosités, plaque basale, vaisseaux, fibrinoïde) : constatation banale liée à l'âge gestationnel qu'aucun référentiel ne code comme lésion, et doublon de « Calcifications placentaires » / « Calcifications intraplacentaires ».	Calcifications
FOETO:PP.PAR-MET-005	VOGEL	Corrélation clinico-pathologique — hémoglobinopathie maternelle (drépanocytose)	manifestation		non_standard	Falciformation érythrocytaire dans l'espace intervilleux (drépanocytose maternelle)	Vogel M., Clinical Pathology of the Placenta — pathologie maternelle et placenta	Le libellé attribue au placenta une maladie maternelle ; l'observable est la falciformation érythrocytaire intervilleuse, pas une « drépanocytose placentaire ».	Drépanocytose placentaire
FOETO:PP.PAR-MET-006	BENIRSCHKE	Hémosidérose placentaire / hémorragie chronique (abruption chronique)	manifestation		oui		Benirschke, Burton & Baergen — placental hemorrhage, hemosiderosis	Classé en « métabolique » alors qu'il s'agit d'un pigment post-hémorragique ; doublon de contenu avec les nombreux items « hémosidérine dans les membranes / hémosidérose chorioamniotique ».	Hémosidérine dans les macrophages chorioniques
FOETO:PP.PAR-MET-007	BENIRSCHKE	Maladie de surcharge lysosomale — vacuolisation des cellules placentaires	critere		oui		Benirschke, Burton & Baergen — lysosomal storage diseases (mucopolysaccharidoses, Gaucher, sialidose)		Vacuolisation des cellules de Hofbauer
FOETO:PP.PAR-MET-008	BENIRSCHKE	Maladie de surcharge lysosomale — vacuolisation des cellules placentaires	critere		non_standard	Vacuolisation des cellules déciduales	Benirschke, Burton & Baergen — lysosomal storage diseases	« Vacuolisation des décidues » confond le tissu et le type cellulaire ; le parenthésage corrige le libellé au lieu de le remplacer, et l'item fait doublon avec « Vacuolisation des cellules déciduales basales ».	Vacuolisation des décidues (cellules déciduales)
FOETO:PP.PAR-MET-009	BENIRSCHKE	Maladie de surcharge lysosomale — vacuolisation des cellules placentaires	critere		oui		Benirschke, Burton & Baergen — lysosomal storage diseases		Vacuolisation du cytotrophoblaste villositaire
FOETO:PP.PAR-MET-010	BENIRSCHKE	Maladie de surcharge lysosomale — vacuolisation des cellules placentaires	critere		oui		Benirschke, Burton & Baergen — lysosomal storage diseases		Vacuolisation du syncytiotrophoblaste
FOETO:PP.PAR-NOR-000	BENIRSCHKE	Anatomie placentaire normale — parenchyme villeux	structure		oui		Benirschke, Burton & Baergen — normal placental anatomy	Énoncé de normalité (absence de lésion) : il ne se factorise pas en lésion/siège et n'a de sens que comme case de compte rendu, pas comme item lésionnel.	Parenchyme normal
FOETO:PP.PAR-NOR-001	AMSTERDAM	MVM — nœuds syncytiaux augmentés (changement de Tenney-Parker)	critere		non_standard	Nœuds syncytiaux villositaires augmentés (Tenney-Parker)	Khong 2016, MVM — increased syncytial knots	Abréviation « ANSCT » non lexicalisée dans la littérature et siège villositaire absent du libellé ; item rangé à tort dans la série « NOR » (normalité) alors qu'il s'agit d'un critère de MVM.	ANSCT augmentés
FOETO:PP.PAR-NOR-002	GEMELLAIRE	Anastomoses vasculaires inter-jumeaux du placenta monochorionique	structure		oui		Lewi / Khalil — chorionicité et anastomoses ; Slaghekke (TAPS), Quintero (TTTS)	Terme générique : il ne distingue pas les types (artério-artérielle, veino-veineuse, artério-veineuse) déjà présents ailleurs dans le vocabulaire, et le siège (plaque choriale / équateur vasculaire) n'est pas précisé.	Anastomose vasculaire fœto-fœtale (jumeaux monochorioniques)
FOETO:PP.PAR-NOR-003	HORS_REFERENTIEL		hors		non_standard	Autre lésion histologique non listée (champ libre)		Item fourre-tout de saisie, sans contenu descriptif ni facette : il ne désigne aucune entité et ne peut être rattaché à aucun référentiel.	Autre (histo)
FOETO:PP.PLA-DYS-020	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	critere		non_standard	Caryorrhexie stromale-vasculaire villositaire	Khong 2016, FVM (villous stromal-vascular karyorrhexis)	Le libellé omet la composante vasculaire du critère d'Amsterdam et fait doublon avec les entrées « Karyorrhexie stromale-vasculaire villositaire ».	Karyorrhexie stromale villositaire
