id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PLA-INF-022	Intervillite chronique massive	AMSTERDAM	CHI — intervillite chronique histiocytaire	synonyme		obsolete	Intervillite chronique histiocytaire	oui	oui	khong2019 ch30	Chronic histiocytic intervillositis (CHIV) was  described in 1987 [1] using the term “massive  chronic intervillositis”.	Terme historique de 1987, remplacé par intervillite chronique histiocytaire ; doublon avec PP.PLA-INF « Intervillosite chronique histiocytaire »
FOETO:PP.PLA-INF-023	Kystes toxoplasmiques placentaires	BENIRSCHKE	Villite/placentite toxoplasmique (Toxoplasma gondii)	critere		oui		oui	oui	benirschke ch25	Typical cysts were present in the subamniotic/chorionic tissues, and they were unaccompanied by inflammation. It is only when the cysts rupture that a local plasmacellular reaction and necro- sis take place.	
FOETO:PP.PLA-INF-024	Macrophages chargés de méconium (membranes)	AMSTERDAM	Méconium — macrophages chargés de méconium	critere		oui		oui	oui	khong2019 ch40	The duration of exposure to meconium has  been correlated with the depth of the pigment  macrophages starting at the amnion and pro- gressing to the chorion and decidua.	
FOETO:PP.PLA-INF-025	Micro-abcès placentaires en cocarde (listériose)	BENIRSCHKE	Listériose placentaire (Listeria monocytogenes)	critere		oui		oui	oui	benirschke ch25	The placenta in listeriosis has the following characteris- tic lesions: intervillous abscesses (Fig.  25.12), villous  necrosis, acute necrotizing villitis, and an abundance of  bacterial growth on the amniotic surface	Le qualificatif « en cocarde » n'est pas une formulation retrouvée dans le corpus
FOETO:PP.PLA-INF-026	Microabcès sous-amniotiques du cordon (Candida)	BENIRSCHKE	Funisite candidosique (Candida)	critere		oui		oui	oui	khong2019 ch55	Candida funisitis is characterized by triangu- lar subamnionic microabscesses containing neu- trophils and a variable number of budding yeasts  and pseudohyphae, generally identified in every  cord section	
FOETO:PP.PLA-INF-027	Modifications réactives de l'épithélium amniotique	BENIRSCHKE	Modifications dégénératives/réactives de l'épithélium amniotique	manifestation		non_standard	Modifications dégénératives de l'épithélium amniotique (vacuolisation, empilement, perte des noyaux basaux)	oui	oui	khong2019 ch40	The amnion epithelium shows loss of basilar  nuclei, a piled up appearance, and increased intercellular  space with focal goblet change from intercellular fluid  (arrow). These changes can be associated with meconium	Libellé fourre-tout, ne précise pas la nature des modifications ; recoupe « Modifications dégénératives de l'amnion »
FOETO:PP.PLA-INF-028	Myonécrose vasculaire ombilicale induite par le méconium	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	manifestation		oui		oui	oui	khong2019 ch54	Meconium-associated myonecrosis is character- ized by damage and death of umbilical vascular  smooth muscle associated with prolonged meco- nium passage in utero.	Doublon strict avec « MAVM (meconium associated vascular myonecrosis) », « Nécrose musculaire vasculaire ombilicale » et « Nécrose musculaire vasculaire méconique »
FOETO:PP.PLA-INF-029	Méconium subamniotique	AMSTERDAM	Méconium	manifestation		oui		oui	oui	benirschke ch15	After meconium has been present on the placental sur- face for some time, it leads to an accumulation of a viscous fluid between amnion and chorion, which is readily appar- ent histologically	
FOETO:PP.PLA-INF-030	Métaplasie malpighienne de l'épithélium du cordon ombilical	BENIRSCHKE	Métaplasie malpighienne de l'amnion	manifestation		oui		oui	oui	benirschke ch15	Metaplastic processes are frequent in the amnionic epithe- lium. They are present in at least one-fourth of mature pla- centas, most prominently around the umbilical cord insertion	Doublon avec « Métaplasie malpighienne de la surface du cordon » ; lésion non inflammatoire classée dans le bloc INF
FOETO:PP.PLA-INF-031	Nécrose musculaire vasculaire méconique (cordon/surface placentaire)	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	manifestation		non_standard	Myonécrose vasculaire associée au méconium (cordon et plaque choriale)	oui	oui	benirschke ch15	Fig. 15.24  Degenerating muscle of umbilical cord blood vessel after chronic meconium exposure.	Doublon de PP.PLA-INF-028 avec extension de site ajoutée au libellé
FOETO:PP.PLA-INF-032	Placentite hématogène	BENIRSCHKE	Infection placentaire par voie hématogène	synonyme		non_standard	Infection placentaire hématogène (placentite du type parenchymateux)	oui	oui	benirschke ch25	Infections may ascend from the  endocervical canal, or they may reach the placenta hematog- enously through the maternal blood.	Chapeau étiologique très large (voie de contamination) plutôt qu'entité lésionnelle définie
FOETO:PP.PLA-INF-033	Périvasculite chronique déciduale	AMSTERDAM	MVM — artériopathie déciduale	manifestation		oui		oui	oui	benirschke ch19	Chronic perivasculitis is characterized by lymphocytic infiltrate in and around arteries of the membranous decidua [300] (Fig. 19.18), but chronic perivasculitis is also identifi- able in the decidua basalis.	Classé dans le bloc inflammatoire alors qu'il s'agit d'un élément de l'artériopathie déciduale de la MVM
FOETO:PP.PLA-INF-034	Réaction à corps étranger au vernix (décidua/myomètre)	BENIRSCHKE	Dissection / accumulation de vernix caseosa et réaction à corps étranger	manifestation		oui		oui	oui	benirschke ch15	In one case, it had elicited a foreign-body giant cell reaction.	
FOETO:PP.PLA-INF-035	Stroma villositaire œdémateux avec augmentation des cellules de Hofbauer	BENIRSCHKE	Placenta du diabète maternel / de l'obésité (« villosité diabétique »)	manifestation		oui		oui	oui	benirschke ch20	but contain large and increased numbers of Hofbauer cells in	Libellé composite associant deux constatations (œdème stromal + hyperplasie des cellules de Hofbauer) sans nommer le contexte étiologique.
FOETO:PP.PLA-INF-036	Structures mycéliennes et spores fongiques (candida) dans le placenta	BENIRSCHKE	Candidose placentaire (Candida albicans) — chorioamniotite / funisite candidosique	critere		oui		oui	oui	benirschke ch25	granules with inflammatory cells and fungi is characteristic	Infection à étiologie identifiée : hors périmètre d'Amsterdam.
FOETO:PP.PLA-INF-037	Vascularite choriale éosinophilique à cellules T	AMSTERDAM	Vascularite fœtale éosinophile / à cellules T (ETCV)	synonyme		oui		oui	oui	amsterdam ch1	Eosinophilic/T-cell vasculitis in a chorionic plate vessel.	Doublon strict avec FOETO:PP.PLA-INF-039 (même entité, libellés variants).
FOETO:PP.PLA-INF-039	Vasculite chorionique éosinophilique/à cellules T	AMSTERDAM	Vascularite fœtale éosinophile / à cellules T (ETCV)	synonyme		oui		oui	oui	khong2019 ch13	The prevalence of eosinophilic T-cell/chorionic vasculitis is estimated to be 0.37%	Doublon strict avec FOETO:PP.PLA-INF-037.
FOETO:PP.PLA-INF-040	Vasculite des vaisseaux chorioniques et ombilicaux	AMSTERDAM	Réponse inflammatoire fœtale (FIR) de l'infection amniotique ascendante	manifestation		non_standard	FIR — vascularite choriale et/ou ombilicale (préciser stade et grade)	oui	oui	khong2019 ch15	Stage 1—chorionic vasculitis or umbilical phlebitis	Libellé regroupant deux sites (plaque choriale, cordon) sans distinguer stade (extension) et grade (sévérité) de la FIR.
FOETO:PP.PLA-INF-041	Villite d'étiologie inconnue	AMSTERDAM	Villite chronique d'étiologie indéterminée (VUE)	synonyme		oui		oui	oui	amsterdam ch1	Villitis of unknown etiology (synonymous with villitis of	Le libellé ne porte pas la gradation (bas grade / haut grade) exigée par Amsterdam.
FOETO:PP.PLA-INF-042	Villosite chronique	AMSTERDAM	Villite chronique d'étiologie indéterminée (VUE)	manifestation		non_standard	Villite chronique	oui	oui	khong2019 ch29	Differential diagnosis with chronic villitis of infectious origin is also important.	Orthographe fautive (« villosite ») et libellé chapeau : n'exclut pas une étiologie identifiée, qui relèverait de BENIRSCHKE.
FOETO:PP.PLA-INF-043	Érythroblastes à inclusion intranucléaire Parvovirus B19 (placentaire)	BENIRSCHKE	Infection placentaire à parvovirus B19	critere		oui		oui	oui	benirschke ch25	Many normoblast nuclei have smudged amphophilic, intranuclear inclusion bodies (arrows)	Siège précis (érythroblastes des capillaires villositaires fœtaux) non précisé dans le libellé.
FOETO:PP.PLA-MAL-001	Amnios nodosum (membrane de séparation gémellaire)	AMSTERDAM	Amnion nodosum	manifestation		oui		oui	oui	khong2019 ch38	Deposits of cellular elements from the fetal skin	Doublon potentiel avec « Amnios nodosum » : le site (membrane de séparation gémellaire) n'en fait pas une entité distincte.
FOETO:PP.PLA-MAL-002	Anastomose artério-artérielle (placenta gémellaire)	GEMELLAIRE	Anastomose artério-artérielle (A-A) du placenta monochorionique	manifestation		oui		oui	oui	vogel ch13	Arterial (A-A) and venous (V-V) anastomoses close to the chorionic plate enable	
FOETO:PP.PLA-MAL-003	Anastomose artério-veineuse profonde (placenta gémellaire)	GEMELLAIRE	Anastomose artério-veineuse (A-V) profonde du placenta monochorionique	manifestation		oui		oui	oui	vogel ch13	Fig. 13.11: Deep arteriovenous anastomoses (A-V) in stem, intermediate and terminal villi with red	
FOETO:PP.PLA-MAL-004	Anastomose veino-veineuse (placenta gémellaire)	GEMELLAIRE	Anastomose veino-veineuse (V-V) du placenta monochorionique	manifestation		oui		oui	oui	vogel ch13	Superficial venous-venous (V-V) anastomoses are rare.	
FOETO:PP.PLA-MAL-005	Artère ombilicale unique (grossesse gémellaire)	AMSTERDAM	Artère ombilicale unique	manifestation		oui		oui	oui	vogel ch3	Although it occurs more often in twins	Doublon de « Artère ombilicale unique » : le qualifieur gémellaire est un contexte clinique, pas une entité distincte.
FOETO:PP.PLA-MAL-006	Calcification vasculaire placentaire (veines choriales)	BENIRSCHKE	Calcification placentaire (calcification pariétale des vaisseaux de surface)	manifestation		oui		oui	oui	benirschke ch18	Calcification of the vascular wall and an old thrombus in	Les calcifications ne sont pas une entité codée par Amsterdam ; souvent secondaires à un thrombus ancien (à distinguer d'une FVM).
FOETO:PP.PLA-MAL-007	Calcifications du cordon ombilical	BENIRSCHKE	Calcifications vasculaires des vaisseaux ombilicaux	manifestation		oui		oui	oui	khong2019 ch52	Vascular calcification of the cord may involve the arteries or the vein and may, as indicated above, lead to sclerosis of the wall of obliteration of the lumen.	Libellé générique : ne distingue pas sclérose pariétale et oblitération luminale, ni la calcification de la gelée de Wharton
FOETO:PP.PLA-MAL-008	Canal allantoïque patent (ouraque)	BENIRSCHKE	Reliquats embryonnaires du cordon — canal allantoïque (ouraque)	structure		oui		oui	oui	benirschke ch16	Rarely is the allantoic tissue accompanied by muscle, and even more uncommonly is the duct patent.	
FOETO:PP.PLA-MAL-009	Capillaires villositaires congestifs (jumeau receveur, TTTS)	GEMELLAIRE	Syndrome transfuseur-transfusé (TTTS) — territoire du receveur	manifestation		oui		oui	oui	vogel ch13	Villous maturation disorders with increased vessel proliferation and congestion are typical in the recipient placenta.	Libellé composite : signe histologique + attribution au jumeau receveur + contexte syndromique dans un même nom
FOETO:PP.PLA-MAL-010	Capillaires villositaires vides (jumeau donneur, TTTS)	GEMELLAIRE	Syndrome transfuseur-transfusé (TTTS) — territoire du donneur	manifestation		oui		oui	oui	vogel ch13	Donor placental villi may show typical secondary changes, such as: collapse sclerosis of the stem villous vessels	Libellé composite : signe histologique + attribution au jumeau donneur + contexte syndromique dans un même nom
FOETO:PP.PLA-MAL-011	Cordon ombilical court	BENIRSCHKE	Anomalie de longueur du cordon ombilical — cordon court	manifestation		oui		oui	oui	khong2019 ch46	Short cords are defined as those less than 35 cm in total length at term gestation.	Le libellé ne porte pas le seuil (< 35 cm à terme) qui définit l'anomalie
FOETO:PP.PLA-MAL-012	Cotylédon partagé (placenta gémellaire monochorionique)	GEMELLAIRE	Cotylédon partagé (anastomose artério-veineuse profonde, placenta monochorionique)	structure		oui		oui	oui	benirschke ch18	The shared cotyledon here was injected with water; it appears blanched.	
FOETO:PP.PLA-MAL-013	Discordance de coloration du parenchyme placentaire (jumeaux monochorioniques)	GEMELLAIRE	Discordance placentaire des jumeaux monochorioniques (TTTS / TAPS)	manifestation		oui		oui	oui	benirschke ch32	Another observation is the striking difference in color between the plethoric placental share of the recipient and the pale placental share of the donor	Signe purement macroscopique, non spécifique, mêlant description et contexte gémellaire
FOETO:PP.PLA-MAL-014	Déficit en gelée de Wharton	BENIRSCHKE	Déficience de la gelée de Wharton (coarctation / sténose du cordon)	manifestation		oui		oui	oui	benirschke ch16	Hersh and Buchino [209], who observed two successive deaths in one family from torsion of the cord, also believed that primary absence of Wharton’s jelly is the cause of this lesion.	Ne précise pas si le déficit est segmentaire ou diffus, ni s'il est primitif ou secondaire à la torsion
FOETO:PP.PLA-MAL-015	Funisitis	AMSTERDAM	FIR — réponse inflammatoire fœtale (funisite aiguë)	manifestation		non_standard	Funisite aiguë	oui	oui	khong2019 ch55	While funisitis and phlebitis are established terms, the pattern of inflammation seen reflects neutrophil migration, rather than a true primary vasculitis.	Orthographe latine/anglaise; libellé sans stade (1-3) ni grade (1-2) alors que la FIR se code sur ces deux axes
