signe	nom_propose	hpo_id	label_hpo	n	choix
fetal dilatative cardiomyopathy	Dilated cardiomyopathy	HP:0001644	Dilated cardiomyopathy	2	
fetal dilatative restrictive cardiomyopathy	Cardiomyopathy	HP:0001638	Cardiomyopathy	2	
fetal dilatative restrictive cardiomyopathy	Dilated cardiomyopathy	HP:0001644	Dilated cardiomyopathy	2	
fetal gigantism	Macrosomia	HP:0001520	Large for gestational age	2	
fetal growth retardation	Intrauterine growth retardation	HP:0001511	Intrauterine growth retardation	2	
fetal hypo-/akinesia	Fetal akinesia	HP:0001989	Fetal akinesia sequence	2	
fetal right ventricular noncompaction dilatative cardiomyopathy	Dilated cardiomyopathy	HP:0001644	Dilated cardiomyopathy	2	
fetal right ventricular noncompaction dilatative cardiomyopathy	Left ventricular noncompaction	HP:0030682	Left ventricular noncompaction	2	
filiform bands	Amniotic constriction ring	HP:0009775	Amniotic constriction ring	2	
First-degree atrioventricular block	First degree atrioventricular block	HP:0011705	First degree atrioventricular block	2	HP:0011705
Flaccidity	Hypotonia	HP:0001252	Hypotonia	2	HP:0001252
Flattened epiphyses	Flattened epiphysis	HP:0003071	Flattened epiphysis	2	HP:0003071
Flattened facies	Flat facies	HP:0012368	Flat face	2	HP:0012368
Flattened nose	Flat nasal bridge	HP:0005280	Depressed nasal bridge	2	HP:0005280
Flattened vertebral bodies in infancy	Flattened vertebral bodies	HP:0000926	Platyspondyly	2	HP:0000926
Flattening of femoral head	Flattened femoral head	HP:0008812	Flattened femoral head	2	HP:0008812
Flattening of the vertebral bodies	Platyspondyly	HP:0000926	Platyspondyly	2	HP:0000926
Flexion contractures of the knees and/or hips	Knee flexion contracture	HP:0006380	Knee flexion contracture	2	HP:0006380
Flexion contractures of the knees and/or hips	Hip flexion contracture	HP:0020025	Hip flexion contracture	2	HP:0020025
floppy at birth	Floppy infant	HP:0008947	Floppy infant	2	
floppy ears	Low-set ears	HP:0000369	Low-set ears	2	
Focal dilatation of distal tubules of kidney	Abnormal renal tubule morphology	HP:0000091	Abnormal renal tubule morphology	2	PARENT:HP:0000091
foot dystonia	Dystonia	HP:0001332	Dystonia	2	HP:0001332
Forefoot torsion	Forefoot varus	HP:0001840	Metatarsus adductus	2	HP:0001840
fracture of the right femur	Femur fracture	HP:0031846	Femur fracture	2	
fractures at birth	Fracture	HP:0020110	Bone fracture	2	
fractures of both humeri and femurs	Fracture of femur	HP:0031846	Femur fracture	2	
fractures of both humeri and femurs	Fracture of humerus	HP:0041055	Fractured humerus	2	
fractures of the right femur	Fracture of femur	HP:0031846	Femur fracture	2	
fractures of the right humerus	Fracture of humerus	HP:0041055	Fractured humerus	2	
fragmented vertebra	Vertebral segmentation defect	HP:0003422	Vertebral segmentation defect	2	HP:0003312
Friable skin with minor trauma	Skin fragility	HP:0001030	Fragile skin	2	HP:0001030
Frontal and occipital prominence	Frontal bossing	HP:0002007	Frontal bossing	2	PARENT:HP:0000290
fused L5-S1 vertebrae	Fused lumbar vertebrae	HP:0030040	Fused lumbar vertebrae	2	
Fused vertebrae	Vertebral fusion	HP:0002948	Vertebral fusion	2	HP:0002948
Gait disorder	Gait disturbance	HP:0001288	Gait disturbance	2	HP:0001288
Gait disorders	Gait abnormality	HP:0001288	Gait disturbance	2	HP:0001288
Gait dyspraxia	Gait disturbance	HP:0001288	Gait disturbance	2	PARENT:HP:0001288
gait unsteadiness	Gait ataxia	HP:0002066	Gait ataxia	2	HP:0002066
Gastric polyps	Multiple gastric polyps	HP:0004394	Multiple gastric polyps	2	HP:0004394
gastro-esophageal regurgitation disease	Gastroesophageal reflux	HP:0002020	Gastroesophageal reflux	2	
Gastroenteritis	Recurrent gastroenteritis	HP:0031123	Recurrent gastroenteritis	2	HP:0031123
Gastrointestinal abnormalities	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	2	HP:0011024
Gastrointestinal dysfunction	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	2	HP:0011024
gastrointestinal issues	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	2	HP:0011024
Gastrointestinal malformations	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	2	HP:0011024
Gastrointestinal problems	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	2	HP:0011024
gastrointestinal problems	Abnormality of the digestive system	HP:0025031	Abnormality of the digestive system	2	PARENT:HP:0011024
generalised icterus	Jaundice	HP:0000952	Jaundice	2	
generalized epilepsy	Seizure	HP:0001250	Seizure	2	HP:0002197
Generalized sclerosis	Generalized osteosclerosis	HP:0005789	Generalized osteosclerosis	2	HP:0005789
genitourinary involvement	Abnormality of the genitourinary system	HP:0000119	Abnormality of the genitourinary system	2	
GI bleeding	Gastrointestinal hemorrhage	HP:0002239	Gastrointestinal hemorrhage	2	HP:0002239
Gibbus	Kyphosis	HP:0002808	Kyphosis	2	HP:0002808
glabellar nevus simplex	Nevus simplex	HP:0001052	Nevus flammeus	2	HP:0001052
global delays	Global developmental delay	HP:0001263	Global developmental delay	2	HP:0001263
global motor delays	Motor delay	HP:0001270	Motor delay	2	
Gracile bones	Thin long bones	HP:0003100	Slender long bone	2	
Gross retardation of the carpotarsal and epiphyseal ossification	Delayed epiphyseal ossification	HP:0002663	Delayed epiphyseal ossification	2	HP:0002663
ground-glass opacities	Ground glass opacities	HP:0025179	Ground-glass opacification	2	
Growth impairment	Short stature	HP:0004322	Short stature	2	PARENT:HP:0001510
gyral abnormalities	Abnormal cortical gyration	HP:0002536	Abnormal cortical gyration	2	
gyration defects	Abnormal cortical gyration	HP:0002536	Abnormal cortical gyration	2	
haemorrhagic diatheses	Bleeding diathesis	HP:0001892	Abnormal bleeding	2	
Hair anomalies	Abnormal hair morphology	HP:0001595	Abnormal hair morphology	2	HP:0001595
hand and foot anomalies	Abnormality of the foot	HP:0001760	Abnormal foot morphology	2	HP:0001760
Hard nodules on the extremities	Subcutaneous nodules	HP:0001482	Subcutaneous nodule	2	HP:0001482
Heart insufficiency	Heart failure	HP:0001635	Congestive heart failure	2	
Heavy menstrual bleeding	Menorrhagia	HP:0000132	Menorrhagia	2	HP:0000132
Hemangiomata	Hemangioma	HP:0001028	Hemangioma	2	HP:0001028
hematologic malignancies	Hematological neoplasm	HP:0004377	Hematological neoplasm	2	HP:0004377
Hemihyperplasia	Hemihypertrophy	HP:0001528	Hemihypertrophy	2	HP:0001528
Hemolysis	Hemolytic anemia	HP:0001878	Hemolytic anemia	2	HP:0001878
hemorrhagic stroke	Stroke	HP:0001297	Stroke	2	HP:0002170
hemosiderin in liver	Elevated hepatic iron concentration	HP:0012465	Elevated hepatic iron concentration	2	
hereditary cataract	Cataract	HP:0000518	Cataract	2	
hereditary spastic paraplegia	Spastic paraplegia	HP:0001258	Spastic paraplegia	2	HP:0001258
Heterochromia	Heterochromia iridis	HP:0001100	Heterochromia iridis	2	HP:0001100
high levels of acylcarnitine octanoylcarnitine and decanoylcarnitine	Elevated circulating decanoylcarnitine concentration	HP:6000273	Elevated circulating decanoylcarnitine concentration	2	
high steppage gait	Steppage gait	HP:0003376	Steppage gait	2	HP:0003376
Humeroradial and humeroulnar synostoses	Humeroradial synostosis	HP:0003041	Humeroradial synostosis	2	HP:0003041
Humeroradial and humeroulnar synostoses	Humeroulnar synostosis	HP:0003939	Humeroulnar synostosis	2	HP:0003939
Hydrocephalus secondary to aqueductal stenosis	Hydrocephalus	HP:0000238	Hydrocephalus	2	HP:0000238
hyperaminoacidurea	Aminoaciduria	HP:0003355	Aminoaciduria	2	
hyperandrogenism	Increased circulating androgen concentration	HP:0030348	Increased circulating androgen concentration	2	HP:0030348
hyperbilirubinaemia	Hyperbilirubinemia	HP:0002904	Hyperbilirubinemia	2	
Hyperextensibility	Joint hypermobility	HP:0001382	Joint hypermobility	2	HP:0001382
Hyperinsulinism	Hyperinsulinemic hypoglycemia	HP:0000825	Hyperinsulinemic hypoglycemia	2	HP:0000842
hyperkinetic events	Hyperkinesia	HP:0002487	Hyperkinetic movements	2	HP:0002487
Hypermobility of small joints	Joint hypermobility	HP:0001382	Joint hypermobility	2	HP:0001382
Hypermotor seizures	Seizure	HP:0001250	Seizure	2	PARENT:HP:0001250
Hyperplastic callus	Hyperplastic callus formation	HP:0030268	Hyperplastic callus formation	2	HP:0030268
Hypersomnia	Episodic hypersomnia	HP:0007200	Episodic hypersomnia	2	HP:0001262
hyperthermic events	Hyperthermia	HP:0001945	Fever	2	
hypocellularity	Bone marrow hypocellularity	HP:0005528	Bone marrow hypocellularity	2	HP:0005528
hypocomplementemia	Reduced circulating complement concentration	HP:0004431	Reduced circulating complement concentration	2	HP:0004431
Hypomelia	Hypoplasia of the lower limb	HP:0009816	Lower limb undergrowth	2	PARENT:HP:0009826
hypomyelinating leukodystrophy	CNS hypomyelination	HP:0003429	CNS hypomyelination	2	HP:0003429
Hypoplasia and delayed ossification of the odontoid process of C-2	Odontoid process hypoplasia	HP:0003311	Hypoplasia of the odontoid process	2	HP:0003311
Hypoplasia of epiglottis and larynx	Hypoplasia of the epiglottis	HP:0005349	Hypoplasia of the epiglottis	2	HP:0005349+HP:0008749
hypoplasia of the lateral portions of both clavicles	Aplasia/Hypoplasia of the clavicles	HP:0006710	Aplasia/Hypoplasia of the clavicles	2	
hypoplastic ala nasi	Hypoplastic alae nasi	HP:0000430	Underdeveloped nasal alae	2	HP:0000430
hypoplastic appendicular skeleton	Abnormal appendicular skeleton morphology	HP:0011844	Abnormal appendicular skeleton morphology	2	
Hypoplastic basilar ilia	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	2	HP:0000946
hypoplastic changes in the brainstem	Brainstem hypoplasia	HP:0002365	Hypoplasia of the brainstem	2	
hypoplastic changes in the cerebellum	Hypoplasia of the cerebellum	HP:0001321	Cerebellar hypoplasia	2	
hypoplastic changes in the spinal cord	Abnormal spinal cord morphology	HP:0002143	Abnormal spinal cord morphology	2	
Hypoplastic dermal ridges	Abnormal palmar dermal ridges	HP:0007608	Abnormal palmar dermal ridges	2	HP:0007608
Hypoplastic enamel	Enamel hypoplasia	HP:0006297	Enamel hypoplasia	2	HP:0006297
Hypoplastic finger and toenails	Hypoplastic toenails	HP:0001800	Hypoplastic toenails	2	HP:0001800+HP:0001804
Hypoplastic iliac bones	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	2	HP:0000946
Hypoplastic labia majora in females	Hypoplastic labia majora	HP:0000059	Hypoplastic labia majora	2	HP:0000059
hypoplastic left heart syndrome	Congenital malformation of the left heart	HP:0045017	Congenital malformation of the left heart	2	
Hypoplastic maxillae	Maxillary hypoplasia	HP:0000327	Hypoplasia of the maxilla	2	HP:0000327
Hypoplastic right heart	Hypoplasia of the right ventricle	HP:0004762	Hypoplasia of right ventricle	2	PARENT:HP:0001707
Hypoplastic supraorbital margins	Hypoplasia of the supraorbital ridge	HP:0009891	Underdeveloped supraorbital ridges	2	HP:0009891
hypoplastic thymus	Thymic hypoplasia	HP:0000778	Hypoplasia of the thymus	2	
Hypotonia at birth	Hypotonia	HP:0001252	Hypotonia	2	HP:0001252
hypotonic	Hypotonia	HP:0001252	Hypotonia	2	
Immune abnormalities	Abnormality of the immune system	HP:0002715	Abnormality of the immune system	2	HP:0002715
Immune dysfunction	Abnormality of immune system physiology	HP:0010978	Abnormality of immune system physiology	2	HP:0010978
impaired central nervous coordination	Ataxia	HP:0001251	Ataxia	2	
impaired coagulation	Abnormality of coagulation	HP:0001928	Abnormality of coagulation	2	
Impaired odor detection	Hyposmia	HP:0004409	Hyposmia	2	HP:0004409
impaired swallowing	Dysphagia	HP:0002015	Dysphagia	2	HP:0002015
Impulsive behavior	Impulsivity	HP:0100710	Impulsivity	2	HP:0100710
inability to form a good seal on the nipple	Poor feeding	HP:0011968	Feeding difficulties	2	
Incomplete pubertal development	Delayed puberty	HP:0000823	Delayed puberty	2	HP:0000823
Incomplete rotation of colon	Malrotation of colon	HP:0004785	Malrotation of colon	2	HP:0004785
Increased anteroposterior diameter of chest	Increased anterioposterior diameter of thorax	HP:0005253	Increased anterioposterior diameter of thorax	2	HP:0005253
increased dental caries	Dental caries	HP:0000670	Carious teeth	2	HP:0000670
increased echogenicity	Abnormal renal echogenicity	HP:0033130	Abnormal renal echogenicity	2	HP:0004719
Increased nuchal thickness	Increased nuchal translucency	HP:0010880	Increased nuchal translucency	2	HP:0000474
increased periorbital folding	Periorbital fullness	HP:0000629	Periorbital fullness	2	NON
Increased reflexes in the upper limbs	Hyperreflexia	HP:0001347	Hyperreflexia	2	HP:0001347
increased ventricular size	Ventriculomegaly	HP:0002119	Ventriculomegaly	2	HP:0002119
increasing ventriculomegaly	Ventriculomegaly	HP:0002119	Ventriculomegaly	2	
Indentations on posterior rim of helix	Notched helix	HP:0009902	Cleft helix	2	HP:0009902
infant feeding difficulties	Poor feeding	HP:0011968	Feeding difficulties	2	HP:0011968
infantile hemiparesis	Hemiparesis	HP:0001269	Hemiparesis	2	HP:0001269
Infantile seizures	Infantile spasms	HP:0012469	Infantile spasms	2	HP:0001250
Infantile spasms syndrome	Infantile spasms	HP:0012469	Infantile spasms	2	HP:0012469
infection	Recurrent infections	HP:0002719	Recurrent infections	2	NON
Inner canthal folds	Epicanthus	HP:0000286	Epicanthus	2	HP:0000286
insensitive to pain and temperature	Insensitivity to pain	HP:0007021	Pain insensitivity	2	
intellectual and developmental disabilities	Intellectual disability	HP:0001249	Intellectual disability	2	HP:0001249
intellectual deficiency	Intellectual disability	HP:0001249	Intellectual disability	2	
intermittent constipation	Constipation	HP:0002019	Constipation	2	
Intermittent hyperkalemia	Hyperkalemia	HP:0002153	Hyperkalemia	2	HP:0002153
Intermittent proteinuria	Proteinuria	HP:0000093	Proteinuria	2	HP:0000093
intracardiac anomalies	Abnormal heart morphology	HP:0001627	Abnormal heart morphology	2	
intracranial bleeding	Intracranial hemorrhage	HP:0002170	Intracranial hemorrhage	2	HP:0002170
Intractable epilepsy	Seizure	HP:0001250	Seizure	2	PARENT:HP:0012638
intrahepatic ductal dilatation	Intrahepatic bile duct dilatation	HP:0033149	Intrahepatic bile duct dilatation	2	
intralesional bleeding	Internal hemorrhage	HP:0011029	Internal hemorrhage	2	
intranuclear rods	Muscle fiber intranuclear inclusion bodies	HP:0100304	Muscle fiber intranuclear inclusion bodies	2	
intrauterine fetal death	Intrauterine death	HP:0034241	Prenatal death	2	
Iris anomalies	Abnormality iris morphology	HP:0000525	Abnormality iris morphology	2	HP:0000525
Iris defects	Abnormality of the iris	HP:0000525	Abnormality iris morphology	2	HP:0000525
Iris dysplasia	Iris hypoplasia	HP:0007676	Hypoplasia of the iris	2	HP:0000525
iron deposits in the liver	Elevated hepatic iron concentration	HP:0012465	Elevated hepatic iron concentration	2	
iron-deficient anemia	Iron deficiency anemia	HP:0001891	Iron deficiency anemia	2	HP:0001891
Irregular contours of talus and calcaneus	Abnormality of the calcaneus	HP:0008364	Abnormality of the calcaneus	2	HP:0008364+HP:0008365
Irregular metaphyseal ossification defects	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	2	HP:0100255
Irregular, frayed metaphyseal margins	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	2	HP:0100255
J-​shaped sella turcica	J-shaped sella turcica	HP:0002680	J-shaped sella turcica	2	HP:0002680
joint limitation	Joint stiffness	HP:0001387	Joint stiffness	2	HP:0001376
joint mobility restriction	Joint stiffness	HP:0001387	Joint stiffness	2	
jugular foraminal stenosis	Stenosis of jugular foramen	HP:6000376	Jugular foramen stenosis	2	HP:6000376
Keloid formation	Keloid	HP:0010562	Keloids	2	HP:0010562
Keloid scars	Keloids	HP:0010562	Keloids	2	HP:0010562
Kidney hypoplasia	Renal hypoplasia	HP:0000089	Renal hypoplasia	2	HP:0000089
kidney involvement	Renal anomaly	HP:0000077	Abnormality of the kidney	2	HP:0000077
kinetic ataxia	Ataxia	HP:0001251	Ataxia	2	HP:0001251
Kyphosis at thoracolumbar junction	Kyphosis	HP:0002808	Kyphosis	2	PARENT:HP:0005619
labial fusion	Labial adhesion	HP:0033588	Labial adhesion	2	HP:0033588
lack of spontaneous movements	Decreased spontaneous movements	HP:0002375	Hypokinesia	2	
lacunar infarcts	Cerebral infarct	HP:0025722	Cerebral infarct	2	PARENT:HP:0002060
lacunar infarcts	Lacunar stroke	HP:0032325	Lacunar stroke	2	HP:0032325
language disturbances	Abnormal language feature	HP:4000072	Abnormal language feature	2	HP:4000072
language dysfunction	Language impairment	HP:0002463	Language impairment	2	HP:0002463
large atrial septal defect	Atrial septal defect	HP:0001631	Atrial septal defect	2	
Large calvarium	Macrocephaly	HP:0000256	Macrocephaly	2	HP:0000256
large low set ears	Low-set ears	HP:0000369	Low-set ears	2	
